SHELT_NB,shelter_id,site_id,site_on,site_at,CORN_DESC,CITY,bustop_yn,OWNER,shelter_manufacturer_id,shel_type,shelter_type_description,RT_CD,has_heat,has_light,has_solar,has_adpanel
M-2363,2356,51824,SOUTH BLOOMINGTON TRANSIT CENTER,GATE D,NEAR SIDE  S,BLOOMINGTON,Y,METRO,DG,C,6 X 12 with windscreen,SOUTH,Y,Y,N,N
M-2450,2559,51825,SOUTH BLOOMINGTON TRANSIT CENTER,GATE E,NEAR SIDE  W,BLOOMINGTON,Y,METRO,BR,C,6 X 12 with windscreen,SOUTH,Y,Y,N,N
M-2473,2368,51891,KNOX AVE S,KNOX AVE P&R,FAR SIDE  E,RICHFIELD,Y,METRO,DG,C,6 X 12 with windscreen,SW,Y,Y,N,N
M-2435,2501,52169,HWY 120 EAST COUNTY LINE,CENTURY COLLEGE,NEAR SIDE  S,WHITE BEAR LAKE,Y,METRO,BR,C,6 X 12 with windscreen,EAST,N,N,N,N
M-2434,2502,52170,HWY 120 EAST COUNTY LINE,CENTURY COLLEGE,NEAR SIDE  N,MAHTOMEDI,Y,METRO,BR,C,6 X 12 with windscreen,EAST,N,N,N,N
M-2427,2484,52266,EXCELSIOR BLVD,BLAKE RD,NEAR SIDE  E,HOPKINS,Y,METRO,BR,C,6 X 12 with windscreen,SW,N,N,N,N
M-2415,2445,52329,10TH ST E,CEDAR ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,STP,N,Y,N,N
M-1736,302,53016,RICHARDSON PARK P&R,DAYTON RD,NEAR SIDE  E,CHAMPLIN,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-492,125,53040,COMO AVE,HAMLINE AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,CO,C,6 X 12 with windscreen,NE,N,Y,N,N
M-2466,2595,53142,3RD ST N,GUARDIAN ANGELS P&R,NEAR SIDE  S,OAKDALE,Y,METRO,,C,6 X 12 with windscreen,EAST,Y,Y,N,N
M-1757,732,53222,STARLITE TRANSIT CENTER,GATE A,NEAR SIDE  S,BROOKLYN PARK,Y,METRO,DG,C,6 X 12 with windscreen,NORTH,Y,Y,N,N
M-2431,2599,53281,MINNEHAHA AVE,LAKE ST / TRANSITWAY,MID BLOCK  N,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-2128,1293,53439,WOODBURY LUTHERAN,P&R,NEAR SIDE  W,WOODBURY,Y,METRO,CO,C,6 X 12 with windscreen,EAST,N,Y,N,N
M-2483,2712,53567,MINNEHAHA AVE S,LAKE ST E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-2620,3284,53569,RUNNING ACES P&R,ZURICH / LAKE,NEAR SIDE  E,COLUMBUS,Y,METRO,BR,C,6 X 12 with windscreen,CONTRACT,N,N,N,N
M-3114,2930,53800,PAUL PKWY P&R,ULYSSES ST,NEAR SIDE  W,BLAINE,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-2514,2923,53837,111TH AVE NW,MISSISSIPPI BLVD NW,FAR SIDE  E,COON RAPIDS,Y,METRO,DG,C,6 X 12 with windscreen,NORTH,N,Y,Y,N
M-2550,3038,53935,MARQUETTE  AVE,ALICE RAINVILLE PL,ACROSS FROM  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-C,N,N,N,N
M-3128,3006,56172,INTERSTATE 35E CO RD E P&R,WALMART,NEAR SIDE  N,VADNAIS HEIGHTS,Y,METRO,BR,C,6 X 12 with windscreen,EAST,N,Y,N,N
M-3127,3007,56173,INTERSTATE 35E CO RD 14 P&R,21ST AVE N,NEAR SIDE  N,LINO LAKES,Y,METRO,BR,C,6 X 12 with windscreen,EAST,N,Y,N,N
M-2654,3306,56393,LÂ’ORIENT ST,CAYUGA ST,FAR SIDE  S,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,EAST,N,N,N,N
M-5127,1161,53,CHICAGO AVE S,34TH ST E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,SE,N,Y,N,Y
M-5096,1120,103,LYNDALE AVE S,22ND ST W,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-W,N,Y,N,Y
M-5141,1157,784,CHICAGO AVE S,48TH ST E,FAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,SE,N,Y,N,Y
M-5115,1142,817,CHICAGO AVE S,14TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-C,N,N,N,Y
M-5070,1995,1102,HENNEPIN AVE S,27TH ST W,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-W,N,Y,N,Y
M-5214,792,1208,NICOLLET AVE S,28TH ST W,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-C,N,N,N,Y
M-5012,770,11652,LYNDALE AVE N,WEST BROADWAY,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,NW,N,Y,N,Y
M-5027,1132,12775,LOWRY AVE N,EMERSON AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,NW,Y,Y,N,N
M-5018,796,13259,FRANKLIN AVE E,24TH AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-E,N,N,N,Y
M-5120,841,15655,11TH AVE S,15TH ST E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-C,N,N,N,Y
M-5045,1146,15887,UNIVERSITY AVE SE,27TH AVE SE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,NE,N,Y,N,Y
M-5117,1152,16112,4TH ST SE,15TH AVE SE,FAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,NE,N,N,N,Y
M-5003,1816,16325,CEDAR AVE S,WASHINGTON AVE (15TH AVE),NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-E,N,Y,N,Y
M-5144,2014,16342,WASHINGTON AVE,10TH AVE N,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-W,N,N,N,Y
M-5049,582,16566,UNIVERSITY AVE SE,27TH AVE SE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,NE,N,N,N,Y
M-2822,826,17200,CENTRAL AVE NE,22ND AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-C,N,N,N,N
M-5039,825,17205,CENTRAL AVE NE,19TH AVE NE,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-C,N,N,N,Y
M-5094,786,17206,CENTRAL AVE NE,18TH 1/2 AVE NE,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-C,N,Y,N,Y
M-5059,1163,17885,6TH ST S,5TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-C,N,Y,N,Y
M-5079,768,17912,8TH ST S,PORTLAND AVE / PARK AVE,MID BLOCK  E,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-C,N,Y,N,Y
M-5054,856,17920,HENNEPIN AVE,WASHINGTON / 3RD ST,MID BLOCK  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-W,N,N,N,Y
M-5158,2729,17922,HENNEPIN AVE,5TH ST / 6TH ST N,MID BLOCK  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-W,N,N,N,Y
M-5107,803,17928,HENNEPIN AVE,16TH ST (MAPLE),NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-W,N,Y,N,Y
M-2013,1821,17931,LYNDALE AVE S,VINELAND PLACE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-W,N,N,N,N
M-5088,1118,17960,3RD ST N,1ST AVE N,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-W,N,Y,N,Y
M-5013,772,19277,3RD AVE S,11TH ST S,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-C,N,Y,N,Y
M-5060,2386,19304,WASHINGTON AVE S,CHICAGO AVE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C-AP,6x12 w/wndscrn & ad panel,MPLS-C,N,N,N,Y
M-807,610,3884,7TH AVE E,HELEN ST N,NEAR SIDE  W,NORTH SAINT PAUL,Y,METRO,BR,CV,C Victorian,EAST,N,N,N,N
M-2249,2266,3885,7TH AVE E,NORTH ST PAUL DR,FAR SIDE  W,NORTH SAINT PAUL,Y,METRO,BR,CV,C Victorian,EAST,N,Y,N,N
M-2245,2271,5293,WHITE BEAR AVE,CO RD B,NEAR SIDE  S,MAPLEWOOD,Y,METRO,BR,CV,C Victorian,EAST,N,Y,N,N
M-2359,2349,5326,WHITE BEAR AVE,LARPENTEUR AVE,NEAR SIDE  N,SAINT PAUL,Y,METRO,BR,CV,C Victorian,EAST,N,Y,N,N
M-1777,314,5533,WHITE BEAR AVE,GERVAIS AVE (11TH AVE),NEAR SIDE  S,MAPLEWOOD,Y,METRO,BR,CV,C Victorian,EAST,N,Y,N,N
M-803,609,10231,7TH ST W,ANN ST,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,Y,N,N
M-464,514,10236,7TH ST W,GRAND AVE,FAR SIDE  N,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,Y,N,N
M-339,97,10242,7TH ST E,HOPE ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,Y,N,N
M-880,184,10294,7TH ST E,HOPE ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,Y,N,N
M-2048,2157,10359,7TH ST W,GRAND AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,Y,N,N
M-873,182,10366,7TH ST W,ST CLAIR AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,DG,CV,C Victorian,SE,N,Y,N,N
M-795,176,11698,7TH ST W,RANDOLPH AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,DG,CV,C Victorian,SE,Y,Y,N,N
M-799,177,11739,7TH ST W,JEFFERSON AVE,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,CV,C Victorian,SE,N,Y,N,N
M-802,608,11740,7TH ST W,ST CLAIR AVE,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,Y,N,N
M-2190,1092,11834,5TH ST,7TH ST W,FAR SIDE  E,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,Y,N,N
M-1433,202,11845,7TH ST E,LAFAYETTE RD,FAR SIDE  E,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,Y,N,N
M-387,99,11849,7TH ST E,MARIA AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,Y,N,N
M-62,53,11850,7TH ST E,MARIA AVE,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,Y,N,N
M-2324,2251,11923,LAFAYETTE RD,GROVE ST,NEAR SIDE  S,SAINT PAUL,Y,METRO,DG,CV,C Victorian,STP,N,N,N,N
M-233,73,12874,WHITE BEAR AVE,HOYT AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,BR,CV,C Victorian,EAST,N,Y,N,N
M-1519,31,12894,WHITE BEAR AVE,7TH ST E,NEAR SIDE  S,SAINT PAUL,Y,METRO,BR,CV,C Victorian,EAST,N,Y,N,N
M-844,622,12899,7TH ST E,#1467,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,CV,C Victorian,EAST,N,N,N,N
M-579,556,12971,MARYLAND AVE,HERBERT ST,FAR SIDE  W,SAINT PAUL,Y,METRO,BR,CV,C Victorian,EAST,N,N,N,N
M-150,413,13103,7TH ST W,ALBION AVE,FAR SIDE  N,SAINT PAUL,Y,METRO,DG,CV,C Victorian,SE,N,Y,N,N
M-1948,2153,13140,7TH ST W,MAYNARD DR W,ACROSS FROM  S,SAINT PAUL,Y,METRO,DG,CV,C Victorian,SE,Y,Y,N,N
M-60,52,13143,7TH ST W,MAYNARD DR W,FAR SIDE  N,SAINT PAUL,Y,METRO,DG,CV,C Victorian,SE,Y,Y,N,N
M-2360,2350,13851,WHITE BEAR AVE,LARPENTEUR AVE,FAR SIDE  S,SAINT PAUL,Y,METRO,DG,CV,C Victorian,EAST,N,Y,N,N
M-1778,2370,49910,11TH AVE,WHITE BEAR AVE,FAR SIDE  E,MAPLEWOOD,Y,METRO,BR,CV,C Victorian,EAST,N,N,N,N
M-2811,3519,37,CHICAGO AVE S,15TH ST E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-C,N,N,N,N
M-269,82,47,CHICAGO AVE S,27TH ST E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-E,N,N,N,N
M-2462,2588,110,LYNDALE AVE S,31ST ST W,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,N,N,N
M-7165,2468,329,ROBERT ST S,MORELAND AVE,NEAR SIDE  S,WEST SAINT PAUL,Y,METRO,BR,D,4 X 8,STP,N,N,N,N
M-7051,3777,364,ROBERT ST S,WENTWORTH AVE,NEAR SIDE  S,WEST SAINT PAUL,Y,METRO,BR,D,4 X 8,,N,N,N,N
M-119,406,636,PORTLAND AVE S,73RD ST E,NEAR SIDE  N,RICHFIELD,Y,METRO,BR,D,4 X 8,SE,N,N,N,N
M-1963,1346,796,CHICAGO AVE S,36TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,SE,N,N,N,N
M-2422,2485,809,CHICAGO AVE S,24TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-E,N,N,N,N
M-266,456,813,CHICAGO AVE S,18TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-E,N,N,N,N
M-2819,3529,815,CHICAGO AVE S,17TH ST E,FAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,,N,N,N,N
M-2655,1935,882,COMO AVE,DOSWELL AVE,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,NE,N,N,N,N
M-243,447,956,FRONT AVE,GROTTO ST,ACROSS FROM  E,SAINT PAUL,Y,METRO,DG,D,4 X 8,NE,N,N,N,N
M-238,74,973,COMO AVE,RICE ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,DG,D,4 X 8,UNI,N,N,N,N
M-2353,1229,979,50TH ST W,EDINA CITY HALL,NEAR SIDE  E,EDINA,Y,METRO,BR,D,4 X 8,SW,N,N,N,N
M-2424,1369,1105,HENNEPIN AVE S,LAGOON AVE,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-W,N,N,N,N
M-2389,1364,1106,HENNEPIN AVE S,31ST ST W,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,N,N,N
M-2418,1582,1203,NICOLLET AVE S,22ND ST W,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-C,N,N,N,N
M-2812,3518,1207,NICOLLET AVE S,27TH ST W,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-C,N,N,N,N
M-1592,283,1316,HENNEPIN AVE,36TH ST W,FAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,Y,N,N
M-70,56,1326,HENNEPIN AVE,26TH ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,N,N,N
M-2395,2423,1349,NICOLLET AVE S,66TH ST W,NEAR SIDE  S,RICHFIELD,Y,METRO,DG,D,4 X 8,SW,N,N,N,N
M-2464,2590,1435,NICOLLET AVE S,AMERICAN BLVD / I-494,MID BLOCK  N,BLOOMINGTON,Y,METRO,DG,D,4 X 8,SW,N,N,N,N
M-118,405,1437,NICOLLET AVE S,76TH ST E,NEAR SIDE  N,RICHFIELD,Y,METRO,DG,D,4 X 8,SW,N,N,N,N
M-2093,1583,1902,NICOLLET AVE S,22ND ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-C,N,N,N,N
M-768,495,1920,NICOLLET AVE S,14TH ST/GRANT ST E,MID BLOCK  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-C,N,N,N,N
M-2426,2487,2173,66TH ST W,PENN AVE S,NEAR SIDE  E,RICHFIELD,Y,METRO,BR,D,4 X 8,SW,N,N,N,N
M-1427,1235,2971,WAYZATA BLVD S,PARK PLACE BLVD,FAR SIDE  E,SAINT LOUIS PARK,Y,METRO,BR,D,4 X 8,CONTRACT,N,N,N,N
M-714,573,3110,GRAND AVE,FAIRVIEW AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,DG,D,4 X 8,SE,N,N,N,N
M-1346,661,3138,SMITH AVE,WALNUT ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,DG,D,4 X 8,STP,N,Y,N,N
M-26,46,3239,3RD ST E,JOHNSON PKWY,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,D,4 X 8,EAST,N,Y,N,N
M-2331,2302,3342,OLD SHAKOPEE RD,ST LUKES P&R,NEAR SIDE  N,BLOOMINGTON,Y,METRO,BR,D,4 X 8,SW,N,N,N,N
M-1389,224,4286,FORD PKWY,FINN ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,D,4 X 8,SE,N,Y,N,N
M-2042,1905,4288,FORD PKWY,MOUNT CURVE BLVD,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,D,4 X 8,SE,N,Y,N,N
M-2004,2267,4667,24TH ST W,LYNDALE AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,H,D,4 X 8,MPLS-E,N,Y,N,N
M-434,112,5802,MINNETONKA BLVD,LYNN AVE,NEAR SIDE  E,SAINT LOUIS PARK,Y,METRO,DG,D,4 X 8,SW,N,N,N,N
M-1439,248,6069,CO RD 73,WAYZATA BLVD N,FAR SIDE  S,MINNETONKA,Y,METRO,DG,D,4 X 8,CONTRACT,N,N,N,N
M-455,512,6312,SMITH AVE,DODD RD,NEAR SIDE  N,WEST SAINT PAUL,Y,METRO,DG,D,4 X 8,STP,N,Y,N,N
M-530,533,6957,SHORELINE DR (CO RD 15),#3465,NEAR SIDE  E,ORONO,Y,METRO,DG,D,4 X 8,SW,N,N,N,N
M-423,499,7422,CEDAR LAKE RD,PENN AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,NW,N,N,N,N
M-2528,2953,8305,WEST BROADWAY,ALDRICH AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NW,Y,Y,N,N
M-425,500,8337,WEST BROADWAY,26TH AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,NW,N,Y,Y,N
M-2656,3307,8931,EMERSON AVE N,26TH AVE N,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NW,N,N,N,N
M-2657,3308,8935,EMERSON AVE N,LOWRY AVE N,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NW,Y,Y,N,N
M-2703,3091,9022,BASS LAKE RD (CO RD 10),XERXES AVE N,FAR SIDE  W,BROOKLYN CENTER,Y,METRO,BR,D,4 X 8,NW,N,N,N,N
M-1960,2483,9056,BROOKLYN BLVD,KENTUCKY AVE N,NEAR SIDE  E,BROOKLYN PARK,Y,METRO,BR,D,4 X 8,NORTH,N,Y,Y,N
M-160,64,9607,44TH AVE N,FREMONT AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NW,N,Y,N,N
M-484,123,10473,RICE ST,GERANIUM AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,BR,D,4 X 8,NE,N,N,N,N
M-1773,208,10480,RICE ST,MILFORD ST,NEAR SIDE  S,SAINT PAUL,Y,METRO,DG,D,4 X 8,NE,N,N,N,N
M-2322,2250,10496,RICE ST,FRONT AVE,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,D,4 X 8,NE,N,N,N,N
M-2239,2193,10628,LARPENTEUR AVE,SNELLING AVE,NEAR SIDE  E,FALCON HEIGHTS,Y,METRO,BR,D,4 X 8,NE,N,Y,N,N
M-5219,2999,10746,DALE ST,UNIVERSITY AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-2801,3100,11158,FREMONT AVE N,16TH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NW,N,N,N,N
M-214,68,11568,HUMBOLDT AVE N,69TH AVE N,NEAR SIDE  S,BROOKLYN CENTER,Y,METRO,DG,D,4 X 8,NORTH,N,N,N,N
M-2009,2268,11631,LYNDALE AVE N,42ND AVE / 41ST AVE N,MID BLOCK  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NW,N,Y,N,N
M-736,165,11635,LYNDALE AVE N,DOWLING AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,NW,N,N,N,N
M-478,122,11637,LYNDALE AVE N,36TH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,NW,N,N,N,N
M-476,121,11639,LYNDALE AVE N,34TH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NW,N,Y,Y,N
M-603,151,11766,CLEVELAND AVE,RANDOLPH AVE,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,D,4 X 8,SE,N,Y,N,N
M-234,445,11798,MARYLAND AVE,ARCADE ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,EAST,N,N,N,N
M-1964,2584,11803,PAYNE AVE,GERANIUM AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,DG,D,4 X 8,EAST,N,N,N,N
M-7004,3711,11804,PAYNE AVE,MAGNOLIA AVE,FAR SIDE  S,SAINT PAUL,Y,METRO,BR,D,4 X 8,EAST,N,N,N,N
M-2805,893,11812,PAYNE AVE,LAWSON AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,DG,D,4 X 8,EAST,N,N,N,N
M-370,1216,11896,RICE ST,SEARS,NEAR SIDE  S,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,N,N,N
O-8500,230,12511,46TH AVE S,BECKETWOOD DRIVEWAY,FAR SIDE  N,MINNEAPOLIS,Y,OTHER,DG,D,4 X 8,SE,N,N,N,N
M-284,89,12571,38TH ST E,23RD AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,SE,N,N,N,N
M-2816,3530,12610,38TH ST E,CHICAGO AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,,N,N,N,N
M-2508,2865,12622,38TH ST E,4TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,SE,N,N,N,N
M-585,558,12665,BROADWAY ST,MONROE ST NE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-C,N,N,N,N
M-282,463,12802,LOWRY AVE NE,2ND ST NE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,NW,N,N,N,N
M-301,92,12886,WHITE BEAR AVE,MARYLAND AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,BR,D,4 X 8,EAST,N,N,N,N
M-1722,39,12936,MARYLAND AVE,FOREST ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,D,4 X 8,EAST,N,N,N,N
M-2421,1552,13303,FRANKLIN AVE E,11TH AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-E,N,Y,Y,N
M-2809,3156,13316,FRANKLIN AVE E,PORTLAND AVE,FAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-E,N,N,N,N
M-2807,3112,13628,SUBURBAN AVE,WHITE BEAR AVE,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,EAST,N,N,N,N
M-540,135,14088,SILVER LAKE RD,RICE CREEK RD,NEAR SIDE  S,NEW BRIGHTON,Y,METRO,DG,D,4 X 8,NORTH,N,N,N,N
M-1326,2581,14101,SILVER LAKE RD,INNSBRUCK DR,NEAR SIDE  S,NEW BRIGHTON,Y,METRO,DG,D,4 X 8,NORTH,N,N,N,N
M-741,167,14155,SILVER LAKE RD,37TH AVE NE,NEAR SIDE  S,SAINT ANTHONY,Y,METRO,DG,D,4 X 8,NE,N,N,N,N
M-1417,239,14162,SILVER LAKE RD,33RD AVE NE,NEAR SIDE  S,SAINT ANTHONY,Y,METRO,BR,D,4 X 8,NE,N,N,N,N
M-262,452,14638,GRAND ST NE,27TH AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,NW,N,N,N,N
M-2098,91,14661,2ND ST NE,17TH AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,NW,N,N,N,N
M-154,63,14669,2ND ST NE,12TH AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NW,N,N,N,N
M-283,88,14678,2ND ST NE,8TH AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-C,N,N,N,N
M-711,572,14890,GRAND AVE S,36TH ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-W,N,N,N,N
M-1303,196,14923,SILVER LAKE RD,29TH AVE NE,NEAR SIDE  S,SAINT ANTHONY,Y,METRO,BR,D,4 X 8,NE,N,N,N,N
M-285,681,15345,PARK AVE S,15TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-C,N,Y,Y,N
M-289,464,15522,BROADWAY ST,ADAMS ST NE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-C,N,N,N,N
M-101,1456,15562,1ST AVE NE,2ND ST NE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-C,N,N,N,N
