SHELT_NB,shelter_id,site_id,site_on,site_at,CORN_DESC,CITY,bustop_yn,OWNER,shelter_manufacturer_id,shel_type,shelter_type_description,RT_CD,has_heat,has_light,has_solar,has_adpanel
M-2547,771,19272,3RD AVE S,3RD ST S,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-C,N,N,N,N
M-2824,3523,40342,24TH ST W,PLEASANT AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,,N,N,N,N
M-2084,1561,40560,FRANKLIN AVE E,STEVENS AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-C,N,N,N,N
M-2327,2338,40886,UNIVERSITY AVE (HWY 47),49TH AVE NE,FAR SIDE  S,FRIDLEY,Y,METRO,H,E,4 X 12,NORTH,N,N,N,N
M-2446,1535,42039,LAKE ST E,WEST RIVER PKWY S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-2650,3302,42060,73RD AVE N,#5805,NEAR SIDE  E,BROOKLYN PARK,Y,METRO,BR,E,4 X 12,NORTH,N,N,N,N
M-2127,544,45127,WABASHA ST,FILLMORE (WATER W),NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,E,4 X 12,STP,N,N,N,N
M-2441,2548,48996,WEST BROADWAY,84TH AVE N,FAR SIDE  N,BROOKLYN PARK,Y,METRO,BR,E,4 X 12,NORTH,N,N,N,N
M-2219,2138,49112,ROBERT ST,6TH ST,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,E,4 X 12,STP,Y,Y,N,N
M-2204,2066,49141,MARKETPLACE DR,LITTLE CANADA TRANSIT CENTER,NEAR SIDE  E,LITTLE CANADA,Y,METRO,DG,E,4 X 12,NE,N,Y,N,N
M-2205,2067,49144,FIRST BANK DR - NOT,LITT CAN TRANSIT #2,NEAR SIDE  E,LITTLE CANADA,N,METRO,DG,E,4 X 12,EAST,N,Y,N,N
M-53,2142,49418,4TH ST S,NICOLLET MALL,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-C,N,N,N,N
M-2252,2261,49651,7TH ST E,WHITE BEAR AVE,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,EAST,N,N,N,N
M-2218,2137,49952,ROBERT ST,6TH ST / 5TH ST,MID BLOCK  S,SAINT PAUL,Y,METRO,DG,E,4 X 12,STP,Y,Y,N,N
M-2369,2362,51629,MINNESOTA DR,FRANCE AVE / EDINBOROUGH WAY,MID BLOCK  E,BLOOMINGTON,Y,METRO,H,E,4 X 12,SW,N,N,N,N
M-2368,2361,51630,MINNESOTA DR,EDINBOROUGH WAY / FRANCE AVE,MID BLOCK  W,EDINA,Y,METRO,H,E,4 X 12,SW,N,N,N,N
M-2373,2367,51839,76TH ST W,NEWTON AVE S,FAR SIDE  E,RICHFIELD,Y,METRO,CO,E,4 X 12,SW,Y,Y,N,N
M-2439,2546,52300,CHICAGO AVE S,CHICAGO LAKE TRANSIT CTR GATE C,FAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-2317,2306,52523,BREN RD E,#9900 UNITED HEALTH,FAR SIDE  N,MINNETONKA,Y,METRO,BR,E,4 X 12,SW,N,N,N,N
M-2492,2800,52664,PENN AVE N,WEST BROADWAY,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,NW,N,N,N,N
M-5050,844,85,BRYANT AVE S,38TH ST W,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,Y,N,Y
M-5099,1123,141,LYNDALE AVE S,56TH ST W,FAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,SW,N,N,N,Y
M-5097,1121,169,LYNDALE AVE S,31ST ST W,FAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,Y,N,Y
M-5051,848,174,LYNDALE AVE S,25TH ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,Y,N,Y
M-5108,806,1103,HENNEPIN AVE S,28TH ST W,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,N,N,Y
M-5025,807,1325,HENNEPIN AVE,27TH ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,Y,N,Y
M-5024,805,1329,HENNEPIN AVE,22ND ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,Y,N,Y
M-5028,1133,8948,44TH AVE N,GIRARD AVE N,ACROSS FROM  W,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,NW,N,Y,N,Y
M-5052,1159,12562,38TH ST E,28TH AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,SE,N,Y,N,Y
M-5215,1117,12593,38TH ST E,BLOOMINGTON AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,SE,N,N,N,Y
M-5104,793,13317,FRANKLIN AVE E,4TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5634,2470,13618,SUBURBAN AVE,WHITE BEAR AVE,FAR SIDE  E,SAINT PAUL,Y,METRO,BR,E-AP,4x12 with ad panel,EAST,N,Y,N,Y
M-5037,822,15444,34TH AVE S,58TH ST E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,SE,N,Y,N,Y
M-5078,1113,15605,BLOOMINGTON AVE S,35TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,SE,N,Y,N,Y
M-5002,1815,16431,CEDAR AVE S,WASHINGTON AVE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-E,N,Y,N,Y
M-5055,1085,17175,CENTRAL AVE NE,35TH AVE NE,ACROSS FROM  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5150,254,17187,CENTRAL AVE NE,29TH AVE NE,ACROSS FROM  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,N,N,Y
M-5151,1078,17188,CENTRAL AVE NE,28TH AVE / 27TH AVE,MID BLOCK  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5152,1608,17194,CENTRAL AVE NE,LOWRY AVE NE,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,N,N,Y
M-5114,829,17196,CENTRAL AVE NE,24TH AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5113,824,17209,CENTRAL AVE NE,18TH AVE NE,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5130,860,17219,CENTRAL AVE NE,SPRING ST NE,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5129,859,17220,CENTRAL AVE NE,SPRING ST NE,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5032,1824,17768,3RD AVE S,18TH ST / 17TH ST E,MID BLOCK  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5005,752,17890,6TH ST S,11TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5156,1164,17899,7TH ST S,5TH AVE S,FAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5011,769,17911,8TH ST S,4TH AVE / 5TH AVE S,MID BLOCK  E,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5159,811,17926,HENNEPIN AVE,12TH ST N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,Y,N,Y
M-5033,812,17927,HENNEPIN AVE,LAUREL AVE (SPRUCE),NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,Y,N,Y
M-5128,1084,17940,HENNEPIN AVE,MCTC,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,Y,N,Y
M-5109,815,17943,HENNEPIN AVE,11TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,Y,N,Y
M-5087,774,17959,3RD ST S,HENNEPIN AVE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-W,N,Y,N,N
M-5063,1105,19491,28TH AVE S,42ND ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,SE,N,Y,N,Y
M-1776,313,40141,SNELLING AVE,UNIVERSITY AVE / SPRUCETREE DR,MID BLOCK  S,SAINT PAUL,Y,METRO,BR,E-AP,4x12 with ad panel,UNI,N,Y,N,Y
M-5042,2380,52073,CENTRAL AVE NE,26TH AVE NE,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,MPLS-C,N,Y,N,Y
M-5123,2000,52305,COMO AVE SE,27TH AVE SE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E-AP,4x12 with ad panel,NE,N,Y,N,Y
M-2150,2265,3870,11TH AVE,MCKNIGHT RD,FAR SIDE  E,NORTH SAINT PAUL,Y,METRO,BR,EV,E Victorian,EAST,N,Y,N,N
M-911,188,10295,7TH ST E,EICHENWALD ST,ACROSS FROM  W,SAINT PAUL,Y,METRO,DG,EV,E Victorian,STP,N,Y,N,N
M-546,137,11865,7TH ST W,KELLOGG BLVD,FAR SIDE  S,SAINT PAUL,Y,METRO,DG,EV,E Victorian,STP,N,Y,N,N
M-787,175,11916,LAFAYETTE RD,8TH ST,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,EV,E Victorian,STP,N,N,N,N
M-2046,1903,12888,WHITE BEAR AVE,AMES AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,BR,EV,E Victorian,EAST,N,N,N,N
M-499,526,12927,MARYLAND AVE,CLARENCE ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,EV,E Victorian,EAST,N,Y,N,N
M-2154,2008,20011,7TH ST E,WILLIUS ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,EV,E Victorian,STP,N,Y,N,N
M-1670,2249,47041,7TH ST W,MICHIGAN ST,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,EV,E Victorian,STP,N,Y,N,N
M-2250,2351,48260,MARGARET ST N,SEPPALA BLVD,NEAR SIDE  S,NORTH SAINT PAUL,Y,METRO,BR,EV,E Victorian,EAST,N,N,N,N
M-2339,2352,51604,WHITE BEAR AVE,HOYT AVE,FAR SIDE  N,SAINT PAUL,Y,METRO,DG,EV,E Victorian,EAST,N,N,N,N
M-2814,3521,1212,NICOLLET AVE S,32ND ST W,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),SW,N,N,N,N
M-2537,2970,8310,WEST BROADWAY,LYNDALE AVE / ALDRICH AVE,MID BLOCK  W,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NW,N,Y,Y,N
M-2608,3248,8312,WEST BROADWAY,5TH ST / 4TH ST N,MID BLOCK  E,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NW,N,N,N,N
M-2611,3251,8378,FRANCE AVE N,36TH AVE N,FAR SIDE  S,ROBBINSDALE,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NW,N,N,N,N
M-2653,3305,8744,ZANE AVE N,69TH AVE N,FAR SIDE  S,BROOKLYN PARK,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NORTH,N,N,N,N
M-2630,3292,8835,ZANE AVE N,COLORADO AVE N,NEAR SIDE  S,BROOKLYN PARK,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NORTH,N,N,N,N
M-2612,3256,11109,PENN AVE N,35TH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NW,N,Y,Y,N
M-2613,3253,11111,PENN AVE N,36TH AVE N,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NW,N,Y,Y,N
M-2614,3257,11145,FREMONT AVE N,33RD AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NW,N,Y,Y,N
M-2623,3298,11148,FREMONT AVE N,29TH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NW,Y,Y,N,N
M-1796,3492,15512,WASHINGTON ST,LOWRY AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NW,N,N,N,N
M-2616,3255,17831,PENN AVE N,PLYMOUTH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NW,N,Y,Y,N
M-2810,3517,19434,58TH ST E,SANDER DR,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),SE,N,N,N,N
M-2823,3522,19496,28TH AVE S,40TH ST E,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),SE,N,N,N,N
M-2603,3240,40454,BROOKDALE DR,WELCOME AVE N,NEAR SIDE  E,BROOKLYN PARK,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NORTH,N,Y,Y,N
M-2604,3241,42073,73RD AVE N,#5880,NEAR SIDE  W,BROOKLYN PARK,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NORTH,N,Y,N,N
M-2618,3242,42188,DUPONT AVE N,65TH AVE N,NEAR SIDE  S,BROOKLYN CENTER,Y,METRO,BR,F-Sl, 2 X 8 (D-slim),NORTH,N,Y,Y,N
M-2621,3000,3047,GLENWOOD AVE,DUPONT AVE N,ACROSS FROM  E,MINNEAPOLIS,Y,METRO,BR,G-Sl,2 X 12 (E-slim),NW,N,Y,N,N
M-2652,3304,8328,WEST BROADWAY,LOGAN AVE,ACROSS FROM  E,MINNEAPOLIS,Y,METRO,BR,G-Sl,2 X 12 (E-slim),NW,N,N,N,N
M-2658,3310,8936,33RD AVE N,FREMONT AVE N,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,G-Sl,2 X 12 (E-slim),NW,N,Y,N,N
M-2609,3249,9667,PENN AVE N,41ST AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,G-Sl,2 X 12 (E-slim),NW,N,N,N,N
M-2610,3252,11149,FREMONT AVE N,27TH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,G-Sl,2 X 12 (E-slim),NW,N,N,N,N
M-2615,3259,11632,LYNDALE AVE N,41ST AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,G-Sl,2 X 12 (E-slim),NW,N,Y,Y,N
M-7003,3710,11797,MARYLAND AVE,ARCADE ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,G-Sl,2 X 12 (E-slim),EAST,N,N,N,N
M-27,2791,17170,CENTRAL AVE NE,37TH AVE NE,NEAR SIDE  S,COLUMBIA HEIGHTS,Y,METRO,BR,G-Sl,2 X 12 (E-slim),MPLS-C,N,N,N,N
M-273,3493,17715,4TH AVE S,LAKE ST E,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,G-Sl,2 X 12 (E-slim),MPLS-W,N,N,N,N
M-2617,3258,40794,PENN AVE N,26TH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,G-Sl,2 X 12 (E-slim),NW,N,N,N,N
M-6500,3514,56494,GLUMACK DR,TERMINAL 1/LINDBERGH  UPPER,NEAR SIDE  S,FORT SNELLING,Y,METRO,BR,G-Sl,2 X 12 (E-slim),SOUTH,N,N,N,N
P-9347,1083,803,CHICAGO AVE S,28TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,POSTER,,InWF,Integrated Waiting Facility,0,N,N,N,N
M-2520,337,1235,MINNESOTA ST,6TH ST,NEAR SIDE  N,SAINT PAUL,Y,METRO,P,InWF,Integrated Waiting Facility,STP,Y,Y,N,N
M-2619,3262,1322,HENNEPIN AVE,LAKE ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,,InWF,Integrated Waiting Facility,LAKE,N,N,N,N
O-9345,2489,17907,8TH ST S,LASALLE AVE / NICOLLET MALL,MID BLOCK  E,MINNEAPOLIS,Y,OTHER,,InWF,Integrated Waiting Facility,MPLS,N,N,N,N
P-9342,2495,40753,NORMANDALE COLLEGE,ENTRANCE,NEAR SIDE  W,BLOOMINGTON,Y,POSTER,,InWF,Integrated Waiting Facility,0,N,N,N,N
M-2343,2325,51532,FRANKLIN AVE E,FRANKLIN STATION,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,,InWF,Integrated Waiting Facility,FLS,N,N,N,N
M-2344,2326,51533,FRANKLIN AVE E,FRANKLIN STATION,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,,InWF,Integrated Waiting Facility,FLS,Y,Y,N,N
M-3164,2732,52531,ROSEDALE TRANSIT CENTER  GATE A,NULL,NEAR SIDE  S,ROSEVILLE,Y,METRO,,InWF,Integrated Waiting Facility,NE,Y,Y,N,N
O-3169,2562,52883,TRANSIT CENTER,FOREST LAKE P&R,NEAR SIDE  N,FOREST LAKE,Y,OTHER,,InWF,Integrated Waiting Facility,0,Y,Y,N,N
P-9,2608,53289,MARQUETTE AVE,6TH ST - STOP GROUP A,FAR SIDE  S,MINNEAPOLIS,Y,POSTER,P,InWF,Integrated Waiting Facility,,Y,Y,N,N
P-10,2609,53294,MARQUETTE AVE,7TH ST - STOP GROUP B,NEAR SIDE  S,MINNEAPOLIS,Y,POSTER,,InWF,Integrated Waiting Facility,,Y,Y,N,N
M-2750,3587,56542,3RD AVE S,2ND ST S / 1ST ST S,MID BLOCK  N,MINNEAPOLIS,Y,METRO,,InWF,Integrated Waiting Facility,,N,N,N,N
O-5000,3588,56543,EXCELSIOR BLVD,8TH AVE S,FAR SIDE  W,HOPKINS,Y,OTHER,,InWF,Integrated Waiting Facility,,N,N,N,N
O-9500,3633,1584,94TH ST W,ST EDWARD CHURCH P&R,NEAR SIDE  E,BLOOMINGTON,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9503,3649,5992,WATER ST,3RD ST,FAR SIDE  S,EXCELSIOR,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9505,3665,6468,MINNETONKA BLVD,STEELE ST P&R,ACROSS FROM  E,MINNETONKA,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-100,3288,8039,CEDAR LAKE RD,WESTWOOD CHURCH P&R,NEAR SIDE  E,SAINT LOUIS PARK,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9510,3674,25101,MARSCHALL RD TRANSIT STATION - N,P&R,NEAR SIDE  E,SHAKOPEE,N,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9508,3656,41064,LITTLE CANADA RD,MCMENEMY ST,FAR SIDE  E,LITTLE CANADA,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9507,3638,41424,WALNUT ST,CHASKA BLVD,NEAR SIDE  N,CHASKA,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9513,3688,42576,QUEENS DR,CHRIST EPISCOPAL P&R,NEAR SIDE  N,WOODBURY,N,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9512,3679,42995,NATHAN LANE,CUB FOODS,NEAR SIDE  S,PLYMOUTH,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9509,3659,43192,ZACHARY SQUARE P&R,96TH AVE N,NEAR SIDE  W,MAPLE GROVE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-1391,226,43404,BLACKHAWK P&R,CLIFF RD,NEAR SIDE  S,EAGAN,Y,OTHER,,P&RO,Park & Ride: Other Owned,0,N,N,N,N
O-9511,3630,43431,BURNSVILLE STATION,BAY D,NEAR SIDE  W,BURNSVILLE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9515,3655,43790,ST JOSEPHS P&R,#171 ELM ST,NEAR SIDE  W,LINO LAKES,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9517,3689,45190,COMMUNITY CENTER DR,VICTORIA DR,FAR SIDE  E,SHOREVIEW,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9514,3625,45793,PENNOCK AVE,PALOMINO HILLS P&R,NEAR SIDE  N,APPLE VALLEY,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9516,3667,46631,MINNETONKA BLVD,BAKER RD (CO RD 60),ACROSS FROM  W,MINNETONKA,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9050,368,47472,CROSSWINDS P&R,WEAVER LAKE RD,NEAR SIDE  E,MAPLE GROVE,Y,OTHER,P,P&RO,Park & Ride: Other Owned,0,N,N,N,N
O-9605,2878,47608,NATHAN LANE,45TH AVE N,NEAR SIDE  N,PLYMOUTH,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9607,3646,47705,SW STATION P&R,TECHNOLOGY DR,FAR SIDE  E,EDEN PRAIRIE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9615,3686,48635,SAVAGE P&R,HUNTINGTON AVE,NEAR SIDE  W,SAVAGE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9613,3645,48689,PRESERVE VILLAGE MALL,JERRYS FOODS,NEAR SIDE  S,EDEN PRAIRIE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9614,3668,49093,MERMAID P&R,CO RD 10 / CO RD H,NEAR SIDE  S,MOUNDS VIEW,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9610,3396,49142,RICE ST,CO RD C,FAR SIDE  N,LITTLE CANADA,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9616,3696,50100,OAKDALE AVE,WENTWORTH AVE,NEAR SIDE  N,WEST SAINT PAUL,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9325,2165,50194,ELK RIVER P&R - NOT,171TH AVE NW,FAR SIDE  N,ELK RIVER,N,OTHER,P,P&RO,Park & Ride: Other Owned,0,N,N,N,N
O-9625,3690,50765,EAGAN TRANSIT STATION,BUSWAY-ARRIVE,NEAR SIDE  S,EAGAN,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9622,3657,51442,MAPLE GROVE P&R,TRANSIT STATION,NEAR SIDE  W,MAPLE GROVE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9619,3614,51482,BURNSVILLE STATION,BAY A,NEAR SIDE  W,BURNSVILLE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9620,3628,51483,BURNSVILLE STATION,BAY B,NEAR SIDE  W,BURNSVILLE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9626,3694,51690,SECRETARIAT DR,SEAGATE P&R,NEAR SIDE  W,SHAKOPEE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9624,3682,51724,42ND AVE N,WELCOME AVE / HWY 100,MID BLOCK  E,ROBBINSDALE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9621,3632,51777,PILLSBURY AVE,HEART OF CITY P&R,NEAR SIDE  N,BURNSVILLE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9623,3661,52058,MAPLEWOOD DR,HMONG AMERICAN CHURCH,NEAR SIDE  S,MAPLEWOOD,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9618,3613,52280,157TH ST STATION,#15865 WEST ST,NEAR SIDE  N,APPLE VALLEY,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9627,3635,52303,CLOVER FIELD P&R,CLOVER RIDGE DR,NEAR SIDE  S,CHASKA,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9631,3695,52391,SECRETARIAT DR,SEAGATE P&R,ACROSS FROM  E,SHAKOPEE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9628,3671,52478,STATION 73 P&R,#10905 HWY 55,NEAR SIDE  E,PLYMOUTH,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9630,3685,52526,GRACE CHURCH P&R,NULL,NEAR SIDE  S,ROSEVILLE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9629,3672,52556,TECHNOLOGY DR,ST ANDREW LUTHERAN,ACROSS FROM  E,EDEN PRAIRIE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9329,2504,52563,VETERANS DR,RAMSEY P&R,NEAR SIDE  W,RAMSEY,Y,OTHER,,P&RO,Park & Ride: Other Owned,0,N,N,N,N
O-9643,3673,52894,SOUTHWEST VILLAGE P&R,GREAT PLAINS BLVD,NEAR SIDE  N,CHANHASSEN,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9636,3636,53082,EAST CREEK STATION P&R,HWY 41 / HWY 212,NEAR SIDE  S,CHASKA,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9638,3653,53286,LAKEVILLE CEDAR,P&R,NEAR SIDE  S,LAKEVILLE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9635,3634,53385,COON RAPIDS RIVERDALE STATION,GATE C,NEAR SIDE  E,COON RAPIDS,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9639,3658,53537,PARKWAY STATION,P&R,NEAR SIDE  W,MAPLE GROVE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9634,3624,53690,CEDAR AVE,APPLE VALLEY STATION,NEAR SIDE  N,APPLE VALLEY,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9632,3617,53691,CEDAR AVE,APPLE VALLEY STATION,NEAR SIDE  N,APPLE VALLEY,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9644,3615,53693,CEDAR AVE,APPLE VALLEY STATION,NEAR SIDE  S,APPLE VALLEY,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
